Date,Open,High,Low,Close,Volume
2022-01-14 00:00:00-05:00,301.425596288071,307.93461313382164,300.9302378718211,307.32037353515625,39846400
2022-01-18 00:00:00-05:00,301.24725469666714,306.9240424235012,298.9388676976057,299.8404235839844,42333200
2022-01-19 00:00:00-05:00,303.4466732914644,310.9959308718618,299.8900034182397,300.5141296386719,45933900
2022-01-20 00:00:00-05:00,306.20088860508014,308.75692497967475,298.3445106116995,298.80023193359375,35380700
2022-01-21 00:00:00-05:00,299.8800683351855,301.2868692493151,292.8657765132162,293.2818908691406,57984400
2022-01-24 00:00:00-05:00,289.48747162087585,294.3518646802768,273.487370529402,293.6187438964844,85731500
2022-01-25 00:00:00-05:00,288.8137604448549,292.2515490667957,282.52273273895844,285.8118896484375,72848600
2022-01-26 00:00:00-05:00,305.13085044022915,305.63612567141297,290.3097359235111,293.95556640625,90428900
2022-01-27 00:00:00-05:00,299.850377962081,304.4472886160883,295.16427618168626,297.0565490722656,53481300
2022-01-28 00:00:00-05:00,297.4429513359609,305.6163659138707,291.7166087562026,305.3984069824219,49743700
2022-01-31 00:00:00-05:00,306.0819856343502,309.4801372039668,303.5259192073298,308.0931396484375,46444500
2022-02-01 00:00:00-05:00,307.52841451394147,307.74637342568974,302.2974308662617,305.89373779296875,40950400
2022-02-02 00:00:00-05:00,306.75567745335616,312.19470353933065,306.012639781096,310.55010986328125,36636000
2022-02-03 00:00:00-05:00,306.6169267735046,308.3407945311725,297.17539706312397,298.45343017578125,43730000
2022-02-04 00:00:00-05:00,297.42309613386396,305.9333502203815,297.1853337655839,303.09991455078125,35096500
2022-02-07 00:00:00-05:00,303.32779319930575,304.98227341814606,297.11597916030775,298.15625,28533300
2022-02-08 00:00:00-05:00,298.4534264488886,302.7234133014982,297.1655067438155,301.7326965332031,32421200
2022-02-09 00:00:00-05:00,306.9934269295294,309.03430123147655,304.536468479803,308.32098388671875,31284700
2022-02-10 00:00:00-05:00,301.21756113713263,306.25038945874195,297.90857046869655,299.5729675292969,45386200
2022-02-11 00:00:00-05:00,300.37545347409883,301.46524808971003,291.48872184496923,292.3011169433594,39175600
2022-02-14 00:00:00-05:00,291.042912373777,294.00517666301994,288.6453942459677,292.2615051269531,36359500
2022-02-15 00:00:00-05:00,297.22497329245454,298.00761783908916,294.2627093372037,297.6806945800781,27058300
2022-02-16 00:00:00-05:00,296.2113917459157,298.69330511349125,291.55531984460055,297.3332214355469,29982100
2022-02-17 00:00:00-05:00,294.21592188675885,294.6527410604985,287.90194886109384,288.6266784667969,32461600
2022-02-18 00:00:00-05:00,290.92987764152315,291.73401516217746,284.2386487868164,285.846923828125,34264000
2022-02-22 00:00:00-05:00,282.9381351884581,289.4308293000959,282.441752495145,285.6384582519531,41736100
2022-02-23 00:00:00-05:00,288.0806485665425,289.5896713229307,278.07358694074395,278.2423400878906,37811200
2022-02-24 00:00:00-05:00,270.5384946809242,293.02462375397073,269.5556363845753,292.458740234375,56989700
2022-02-25 00:00:00-05:00,293.00477381890755,295.4767497937797,289.54000221798657,295.1590576171875,32546700
2022-02-28 00:00:00-05:00,292.1807574158235,296.97583085318087,290.8802372769975,296.62835693359375,34627500
2022-03-01 00:00:00-05:00,294.25562307039553,297.7998023928848,290.03637062842034,292.8161315917969,31217800
2022-03-02 00:00:00-05:00,293.22314561021784,299.2889573712296,291.57518186696205,298.0182189941406,31873000
2022-03-03 00:00:00-05:00,300.69872019067805,300.93697418666596,291.9226475790536,293.7791442871094,27314500
2022-03-04 00:00:00-05:00,292.1609128209234,293.5209964539925,285.09242863077634,287.762939453125,32356500
2022-03-07 00:00:00-05:00,286.44257900878574,287.5941904254149,276.5149257241825,276.8921813964844,43157200
2022-03-08 00:00:00-05:00,275.79018320373564,281.90562097609046,268.0466261233339,273.85430908203125,48159500
2022-03-09 00:00:00-05:00,281.389420895161,287.5048592534123,278.74866135658914,286.4128112792969,35204500
2022-03-10 00:00:00-05:00,280.97242017374685,284.526536861767,278.55007045356984,283.5238342285156,30628000
2022-03-11 00:00:00-05:00,285.8766954093354,287.4154998460352,277.40840837213614,278.0437927246094,27209300
2022-03-14 00:00:00-04:00,278.311842390818,283.3352327789948,273.8245537897828,274.4400634765625,30660700
2022-03-15 00:00:00-04:00,278.3217783830236,285.7377369312884,276.7135033262328,285.07257080078125,34245100
2022-03-16 00:00:00-04:00,287.01839294260105,292.43891389111633,281.1511760347707,292.2602233886719,37826300
2022-03-17 00:00:00-04:00,291.1681377592919,293.4713301857425,287.276484527027,293.08416748046875,30816600
2022-03-18 00:00:00-04:00,293.23310977094394,298.8223837903233,290.61222488339564,298.2565002441406,43390600
2022-03-21 00:00:00-04:00,296.7276612736503,297.96861800828174,292.766506774886,296.9956970214844,28351200
2022-03-22 00:00:00-04:00,297.63103941188854,302.7934313436787,296.6084923146325,301.8602294921875,27599700
2022-03-23 00:00:00-04:00,298.3359127102316,301.0362355626527,295.5660890149484,297.3232727050781,25715400
2022-03-24 00:00:00-04:00,296.975855491391,301.9992459779956,296.1617805943724,301.89996337890625,24484500
2022-03-25 00:00:00-04:00,303.02177564654096,303.28981138150533,297.12474710297374,301.48297119140625,22566500
2022-03-28 00:00:00-04:00,302.1282686801092,308.55146177122134,302.1282686801092,308.45220947265625,29578200
2022-03-29 00:00:00-04:00,311.6389648149845,313.535150209233,306.8141096119829,313.12811279296875,30393400
2022-03-30 00:00:00-04:00,311.4900726514594,313.6642312387506,309.32582111606257,311.5893249511719,28163600
2022-03-31 00:00:00-04:00,311.62902217487033,312.8600717509182,305.6625233128865,306.0794677734375,33422100
2022-04-01 00:00:00-04:00,307.1318315882822,307.8863429986501,303.3295533794569,307.1814880371094,27110500
2022-04-04 00:00:00-04:00,307.8466147683144,312.83028609690854,307.4693590743197,312.6913146972656,24289600
2022-04-05 00:00:00-04:00,311.0035832712157,312.5920138547385,307.6281872167256,308.6308898925781,23156700
2022-04-06 00:00:00-04:00,302.9820586838923,304.77896153827345,294.5633976342303,297.3332214355469,40110400
2022-04-07 00:00:00-04:00,294.5137808160775,301.4532011166921,294.2060259724917,299.189697265625,31411200
2022-04-08 00:00:00-04:00,298.26639937545895,298.9414724860928,294.13649222726525,294.8215026855469,24361900
2022-04-11 00:00:00-04:00,289.67901518550104,290.4930597616231,282.93812985429105,283.1962585449219,34569300
2022-04-12 00:00:00-04:00,287.14742625933417,288.636574212354,278.46072986671834,280.0193786621094,30966700
2022-04-13 00:00:00-04:00,280.6845474337197,286.4922002686943,279.26487001267924,285.5391540527344,21907200
2022-04-14 00:00:00-04:00,286.00579428790644,286.22420389834537,277.29925221551326,277.8055419921875,28221600
2022-04-18 00:00:00-04:00,276.8922017966627,280.4165068536344,276.32631824651804,278.49053955078125,20778000
