Date,Open,High,Low,Close,Volume
2022-01-10 00:00:00-05:00,265.561667531756,274.4333763690054,256.20042622804533,273.7440185546875,59468100
2022-01-11 00:00:00-05:00,272.9747685946255,280.38782000345236,268.1392936203898,277.91015625,40408900
2022-01-12 00:00:00-05:00,280.4077813974426,285.68284703556446,275.8220430373735,279.7283935546875,38341300
2022-01-13 00:00:00-05:00,283.5248952848576,284.5339310222699,264.7324698028853,265.5017395019531,54017100
2022-01-14 00:00:00-05:00,262.7543187830575,271.7159406850691,261.85516561507404,269.1683349609375,39583200
2022-01-18 00:00:00-05:00,262.35466635221087,266.1311335856628,257.45925038130156,258.7879943847656,42427000
2022-01-19 00:00:00-05:00,260.5463777662793,265.1820272105723,250.28596776144974,250.43582153320312,48831500
2022-01-20 00:00:00-05:00,252.8035958274239,255.55102669594785,240.5550549706911,241.27438354492188,43518100
2022-01-21 00:00:00-05:00,234.8503962572024,247.99809011419555,232.4126733560309,233.52163696289062,71895800
2022-01-24 00:00:00-05:00,223.0913846796281,233.58157503843947,208.68485841620455,233.50164794921875,91398200
2022-01-25 00:00:00-05:00,225.2493910075431,229.2156683676095,219.79448481321964,223.03146362304688,66461600
2022-01-26 00:00:00-05:00,232.18288376886827,240.34526469787411,222.79167142973353,227.50726318359375,75595900
2022-01-27 00:00:00-05:00,235.45981937326593,239.72583458865103,216.54751118124886,219.23500061035156,57335300
2022-01-28 00:00:00-05:00,219.91435166247206,228.36645475537728,212.76105235956808,228.18661499023438,54377400
2022-01-31 00:00:00-05:00,231.6034445817622,244.8610369725268,230.30465597318099,244.63125610351562,56468000
2022-02-01 00:00:00-05:00,250.8054608908584,251.21508150985306,238.67680321253735,246.1498260498047,51892500
2022-02-02 00:00:00-05:00,257.6990207661752,257.92881686364433,245.30061120906626,252.18417358398438,54341900
2022-02-03 00:00:00-05:00,244.35152857800577,250.53574865787968,237.57786330253248,239.25628662109375,41017800
2022-02-04 00:00:00-05:00,239.49603974456943,246.11985046055077,236.09922233585422,242.96279907226562,35482900
2022-02-07 00:00:00-05:00,243.49232407401772,251.5847633538482,241.79391522052612,247.0489959716797,37686800
2022-02-08 00:00:00-05:00,243.36242056712504,252.06428989226083,239.57596811048546,250.84542846679688,41035900
2022-02-09 00:00:00-05:00,255.98063751880943,267.0003319451006,253.29314810893626,266.8005065917969,52428200
2022-02-10 00:00:00-05:00,259.7071732914339,268.99847326426544,255.76085108877234,257.9987487792969,51320000
2022-02-11 00:00:00-05:00,258.9179041757694,261.2756848999461,237.50791551053047,239.2662811279297,60547200
2022-02-14 00:00:00-05:00,239.1164073624245,248.5176202954032,237.328086269703,242.44329833984375,44042400
2022-02-15 00:00:00-05:00,249.25692084232972,265.2020170086387,247.60845319893798,264.7024841308594,69986900
2022-02-16 00:00:00-05:00,262.34466998934556,265.5716633176818,255.2812831082787,264.8623046875,73267600
2022-02-17 00:00:00-05:00,256.0605379862185,257.6091081828262,241.42423093473792,244.84104919433594,81059500
2022-02-18 00:00:00-05:00,246.4495364956856,249.62657356718216,230.7841925604722,236.19912719726562,76125500
2022-02-22 00:00:00-05:00,230.1348015621888,240.41518141994428,229.7851224519485,233.6814727783203,63342200
2022-02-23 00:00:00-05:00,237.79764852186244,241.32434961393096,222.80166094734753,223.66085815429688,56651100
2022-02-24 00:00:00-05:00,209.95366382478548,237.77765139937452,208.70483162205767,237.2581329345703,73580100
2022-02-25 00:00:00-05:00,236.98840238654765,241.94376016033576,233.59156955908674,241.34432983398438,52886600
2022-02-28 00:00:00-05:00,239.69587102029922,246.41957975732345,236.84854256439633,243.62220764160156,47731900
2022-03-01 00:00:00-05:00,242.68306917385794,243.54226634344764,231.10390059047774,234.55067443847656,41205600
2022-03-02 00:00:00-05:00,237.37849923177524,243.90350902359634,233.971100848187,242.01495361328125,38964200
2022-03-03 00:00:00-05:00,242.4346253565234,243.07413576531258,234.51069145938348,236.9588165283203,36509500
2022-03-04 00:00:00-05:00,233.66135722694872,236.61910268108264,224.64825891992817,229.18478393554688,43141500
2022-03-07 00:00:00-05:00,227.99567369297316,230.15402708769628,213.13703942132764,213.35687255859375,45082100
2022-03-08 00:00:00-05:00,212.9271948712658,223.55906526595768,206.34223331251684,214.9756317138672,55746700
2022-03-09 00:00:00-05:00,223.6989583759053,232.02259608314202,222.30003407516443,229.96417236328125,49274200
2022-03-10 00:00:00-05:00,225.13785690147031,227.70590069653193,218.65282512963924,226.40689086914062,42806600
2022-03-11 00:00:00-05:00,230.04411886821026,231.2731749096188,220.29158075432488,220.83116149902344,36720900
2022-03-14 00:00:00-04:00,218.52292054734528,222.44991065962301,211.4283389371964,213.1370391845703,38535400
2022-03-15 00:00:00-04:00,215.01560183505623,230.20400170418065,213.05710775266184,229.5544891357422,49199600
2022-03-16 00:00:00-04:00,234.8204603811246,245.78208053868633,231.54296751557558,244.77285766601562,67142200
2022-03-17 00:00:00-04:00,241.0157233240033,248.2302085587662,238.87735886573293,247.47079467773438,47194100
2022-03-18 00:00:00-04:00,247.80052519110762,265.4869982041352,246.05186230357688,264.327880859375,73071900
2022-03-21 00:00:00-04:00,264.86748749971923,271.3125412489163,259.47161932770763,267.1357421875,59172700
2022-03-22 00:00:00-04:00,267.0657706754832,272.1718820323635,260.5207876629882,265.0373229980469,54700700
2022-03-23 00:00:00-04:00,261.0604198156555,265.91669237460945,255.55461942969958,256.1441650390625,50212000
2022-03-24 00:00:00-04:00,261.46010343824076,282.9836560767574,258.8720857781783,281.2849426269531,87737900
2022-03-25 00:00:00-04:00,278.6469554948264,283.36335095910454,272.5016597708569,276.7084655761719,57901600
2022-03-28 00:00:00-04:00,277.3479284148237,282.2841564575515,271.85213067848196,281.9743957519531,42549400
2022-03-29 00:00:00-04:00,286.73078112864624,289.238842741447,279.58621936485764,286.341064453125,48898400
2022-03-30 00:00:00-04:00,282.8237698051829,284.74228587435454,274.819879578721,276.6884460449219,46348700
2022-03-31 00:00:00-04:00,277.6077522813099,282.26419569127336,272.49166885066273,272.6515197753906,52344000
2022-04-01 00:00:00-04:00,273.5408325705462,274.74989949301306,262.4693120158502,266.9158935546875,51723500
2022-04-04 00:00:00-04:00,267.0758120139939,275.36945908686675,265.92669664764617,273.3909912109375,39712000
